mean_values, std_dev_values, skewness_values, kurtosis_values, rms_values, zc_rate_values, spectral_centroid_values, spectral_bandwidth_values, spectral_skewness_values, spectral_kurtosis_values, mean_rr_intervals, sdnn_values, rmssd_values, Category
-0.001334839,0.124765234,3.950624125,25.41005469,0.124767176,0.003500292,199.993774,193.6484483,34.36201463,1683.569343,0.195568966,0.499966209,0.75828846,0
-0.001506551,0.314031185,3.037807779,13.8447405,0.314021714,0.007417285,200.0120643,192.6181486,21.63118885,589.7893191,0.091226115,0.22683334,0.344531098,0
-0.005858358,0.133192303,2.935424309,16.80196029,0.133315534,0.005000417,199.6304288,193.6366223,18.03905361,481.8072272,0.130990783,0.353651583,0.532270153,0
-0.002044271,0.12720974,2.398522543,11.71365757,0.127220865,0.005500458,199.9650233,193.3101355,13.16518451,255.8220999,0.138820093,0.327257568,0.501533505,0
-0.002070516,0.111641416,1.523525351,6.676039312,0.111655963,0.001500125,199.9478885,194.4963062,13.13102317,245.0196712,0.128946188,0.332269546,0.502918901,0
-0.003223674,0.103553933,1.671471538,7.450429999,0.103599785,0.000666722,199.8230033,194.4754022,13.54735648,247.5158274,0.132106481,0.328067485,0.499007503,0
-0.002526449,0.116314974,2.4140663,11.38048664,0.116337564,0.004333694,199.9223386,194.6949674,41.67239488,2411.390174,0.166900585,0.389527106,0.598193789,0
-0.002866821,0.091789522,1.959548632,11.2704102,0.091830457,0.001666806,199.8217312,194.0784826,29.88039297,1137.098604,0.161585714,0.360061986,0.556953046,0
-0.001835734,0.114818483,1.911393752,8.223748875,0.114828373,0.003666972,199.9655485,194.4502081,24.63539928,946.5005037,0.12639738,0.32597637,0.493312237,0
-0.002821248,0.126566466,2.277761057,10.54087468,0.126592633,0.005000417,199.9173263,194.0808675,22.02765693,621.4852488,0.151935484,0.343214756,0.529618807,0
-0.005425415,0.236813263,0.0890945,3.416840005,0.236865539,0.004000333,199.9117311,197.9318444,72.34466087,5449.20939,0.130213964,0.322085846,0.490150903,0
-0.003159587,0.107849949,1.373187569,4.788639797,0.107891729,0.000166681,199.845134,194.0733547,36.70394424,1525.509623,0.173735119,0.356156608,0.559186147,0
-0.001438802,0.115469167,4.634502798,31.21273388,0.11547332,0.003666972,199.985615,192.6497409,26.02441177,989.7119208,0.183386076,0.476612172,0.721231365,0
-0.0037913,0.328735927,3.156848596,17.28563195,0.328744092,0.005167097,199.9900653,193.336491,21.60300444,686.4526291,0.154815789,0.355519729,0.547205866,0
-0.002546794,0.120227395,2.235236339,9.567438289,0.120249358,0.005167097,199.9269483,193.4188636,19.04107359,538.2056889,0.116837349,0.29106583,0.442368761,0
-0.001894938,0.112007038,2.2495209,9.85417626,0.1120184,0.004000333,199.959431,193.4201655,11.18972287,168.3870769,0.125361702,0.30951364,0.471080035,0
-0.001478678,0.117632106,4.773782034,31.69319512,0.117636499,0.003833653,199.985065,192.3970578,26.73344459,929.8643969,0.175792683,0.457343184,0.691921061,0
-0.002619832,0.116529864,4.971542683,33.5629658,0.116554456,0.003666972,199.9156136,192.3178729,16.51810977,390.6468894,0.184204545,0.47163832,0.715087464,0
-0.001427612,0.20995348,-1.396127857,7.743677445,0.209949585,0.002333528,200.0074199,193.8882448,28.39083516,1133.472119,0.060056468,0.191856748,0.283296929,0
-0.002309977,0.16835558,4.762596476,30.44993803,0.168364412,0.004500375,199.9790167,191.2791968,14.74796925,349.002487,0.161525424,0.392744391,0.599467981,0
-0.002066447,0.169637745,4.544470927,28.03773969,0.169643263,0.004833736,199.9869896,191.284371,16.22803654,391.2502551,0.152227979,0.375710469,0.572177573,0
-0.00114563,0.352772201,2.115930628,9.441819012,0.352759362,0.007833986,200.0145585,194.1355324,32.38131182,1406.677713,0.084985465,0.226649364,0.341155749,0
-0.002694092,0.115876151,1.987567505,8.497302129,0.115902639,0.003666972,199.9085983,194.0229804,10.54667899,145.4014995,0.122184874,0.311340686,0.471843051,0
-0.002664795,0.11302148,1.909621055,8.0908745,0.113048182,0.003833653,199.905529,194.4619113,22.13509493,697.1112464,0.130266667,0.33069282,0.501507604,0
-0.002127075,0.12043769,1.072788402,5.917282055,0.120451454,0.002000167,199.9542935,194.9379001,13.33712744,229.1410265,0.121877593,0.303181441,0.460932479,0
-0.002644653,0.165853244,4.765339228,30.43316596,0.165867419,0.004500375,199.9658192,191.2247613,15.42690784,370.1429673,0.163309249,0.391151488,0.598346802,0
-0.002445882,0.122845876,4.780109928,30.90796265,0.122865105,0.004000333,199.9374033,192.3595448,25.08385131,889.4822615,0.167587209,0.438712305,0.663146518,0
-0.008250936,0.155811727,1.289923463,5.680395768,0.156023553,0.004833736,199.4573069,196.1293201,27.5663517,979.3916079,0.134736239,0.320022436,0.489859909,0
0.002301432,0.311972989,3.418314592,16.03013332,0.311968479,0.006750563,200.0057827,192.6053473,17.10326656,452.0920743,0.096677524,0.247384512,0.374426195,0
-0.00161967,0.114543353,2.131529678,9.105118962,0.114550032,0.004500375,199.9766802,194.1316119,12.39306729,208.6925104,0.128847826,0.317822883,0.483828211,0
-0.008497518,0.249220495,0.349766396,3.268537639,0.249354942,0.003833653,199.7843867,198.1318026,55.34204806,3177.480216,0.126425439,0.314706434,0.478466944,0
-0.001952311,0.116383787,1.898872066,8.101563535,0.116395312,0.004000333,199.9603959,194.2457068,16.40248696,389.9345607,0.129712389,0.325486175,0.49436053,0
-0.002076213,0.300600518,3.353148026,15.63663895,0.300595163,0.007000583,200.0071259,192.737164,14.96048857,341.1411974,0.084913295,0.227860623,0.342730511,0
-0.008277995,0.150511998,0.86932016,5.492128484,0.150733204,0.00300025,199.4134163,196.5911233,20.1136928,505.035174,0.13283105,0.32118175,0.490345378,0
-0.003531901,0.112472683,2.00750099,8.584918706,0.11252344,0.00300025,199.8196086,194.3609206,12.27097217,205.645121,0.127772727,0.335527144,0.506642633,0
-0.002666423,0.186504521,4.092106202,22.60822373,0.186515811,0.006333861,199.9757898,190.6329614,13.40743477,260.1301325,0.120154959,0.284523883,0.435554745,0
-0.002393189,0.124006692,1.797682947,7.71310335,0.124024617,0.004167014,199.9421941,194.1452896,11.92412871,190.7089551,0.120699153,0.310445439,0.469908207,0
0.001768188,0.320953589,3.335549875,15.59164329,0.320945086,0.006333861,200.010597,193.0349762,14.84751588,292.2324822,0.091604361,0.25758819,0.385528402,0
-0.000379435,0.317448836,3.523729387,16.34101349,0.317435836,0.007167264,200.0163823,192.6385831,13.73883699,254.4268847,0.081896067,0.221253759,0.332489754,0
0.000783488,0.32896232,2.751123772,12.29907493,0.328949546,0.007833986,200.0155334,193.1558478,20.72894389,573.7227346,0.084070605,0.220246063,0.332208736,0
-0.004062703,0.134644061,2.975184377,17.98799509,0.134699733,0.004167014,199.8347135,194.1960797,43.24432399,2269.420745,0.174096386,0.447868027,0.678541886,0
0.003746338,0.152743254,3.889128424,22.04161141,0.152782828,0.005833819,199.8964053,191.5440778,10.66816105,163.610477,0.131719457,0.318132131,0.485760475,0
-0.003596191,0.122801305,2.55719198,12.13330755,0.122848836,0.005000417,199.8452685,194.1595894,22.11313646,674.3545982,0.139852217,0.346163346,0.526854985,0
-0.002355143,0.12363041,4.197629341,25.65447253,0.12364769,0.004333694,199.9441028,192.8199648,23.15654003,864.5454493,0.169578488,0.436663072,0.661442525,0
-0.00243571,0.119241127,2.182612829,9.098353472,0.119261034,0.005500458,199.9332385,193.6386733,17.00813197,425.6199287,0.11772449,0.291568154,0.443493143,0
-0.002648926,0.209483511,4.539032148,27.0486132,0.20949153,0.005500458,199.9846885,190.7301596,16.52092061,409.8471533,0.141914634,0.331195878,0.508374717,0
-0.002335815,0.180785641,4.025891682,23.39986098,0.180793198,0.005333778,199.9832809,191.4891446,11.49080195,187.1712282,0.145441919,0.351380924,0.536665005,0
-0.003480632,0.112207967,4.293286846,27.86089975,0.112257265,0.003833653,199.8243795,192.9743369,22.50288053,763.825986,0.179262821,0.469700421,0.710021354,0
-0.001717936,0.171942051,4.612537203,28.69817007,0.171943469,0.004833736,199.9967012,191.1857622,20.33551811,681.921259,0.157866848,0.382176103,0.583659725,0
-0.000126343,0.204553876,3.801429825,21.38934685,0.204545392,0.005750479,200.0165917,191.501979,19.13039414,602.0307095,0.13619863,0.319007413,0.489332301,0
0.000810343,0.325641252,3.413321865,16.35545726,0.325628692,0.006667222,200.0154294,192.8602149,13.40199108,252.7585515,0.09759106,0.260644669,0.392448708,0
0.001537679,0.33083772,3.416482696,15.91533536,0.330827509,0.007000583,200.012347,192.7614344,22.53560025,775.3408488,0.087241124,0.239204037,0.358945507,0
0.001786296,0.31793443,3.280753801,14.86126312,0.3179262,0.007500625,200.0103538,192.7553381,14.15803633,310.8241138,0.083919492,0.231991733,0.347758759,0
-0.002404175,0.181899508,4.054280578,22.84869254,0.181907817,0.005833819,199.9817303,190.9280675,13.37815838,264.0790783,0.130829596,0.307122261,0.47088587,0
0.000934448,0.323402881,2.979567617,13.63009182,0.323390756,0.007500625,200.014998,192.5422695,21.95416423,692.2306943,0.096754967,0.234833261,0.357939029,0
-0.002577311,0.169160867,3.537315735,19.88875064,0.169173452,0.005500458,199.9702448,191.5103542,9.319543691,118.5563698,0.146167513,0.332267979,0.512147776,0
-0.001822306,0.187754027,4.095672176,22.70998438,0.187755047,0.006333861,199.9978261,190.5829306,11.04060757,194.4453778,0.122964876,0.294523872,0.450147336,0
-0.004532674,0.211653974,-0.342059902,7.188667864,0.211693686,0.007000583,199.9249702,190.8859395,41.85452293,2380.649115,0.067140411,0.188096798,0.281312458,0
-0.002972616,0.127756189,3.254499776,19.89286497,0.127785446,0.004500375,199.9084298,193.2028429,19.42503838,588.1457091,0.142615385,0.373301764,0.564070431,0
-0.002389323,0.115214191,1.480775014,6.499234563,0.115234164,0.001500125,199.930677,194.9701128,15.61229571,344.6147488,0.124787234,0.317443897,0.481224899,0
-0.002209473,0.125592406,1.849032742,8.111729023,0.125606607,0.005000417,199.9547783,193.9873226,13.40479486,243.8735927,0.115,0.28296051,0.430750333,0
0.002174276,0.317341551,3.301509503,15.4296645,0.317335777,0.006333861,200.0072782,193.0391949,34.58179561,1633.036085,0.087280059,0.249790771,0.373106494,0
0.003770142,0.226914657,4.133048238,39.81821742,0.226936522,0.004833736,199.9614638,194.5458972,12.10612653,193.64955,0.099670608,0.23917637,0.365183434,0
0.000620728,0.274535531,-1.021744325,13.32076028,0.274524793,0.005167097,200.0156455,197.6685714,26.52339453,818.9279905,0.138490566,0.360447766,0.544983803,0
-0.003185628,0.124734623,4.023049097,24.50508001,0.1247701,0.004167014,199.8862807,193.0279173,19.13825124,522.8850053,0.162890173,0.432390461,0.652435564,0
-0.004046224,0.353752026,2.368045636,11.42157119,0.353760427,0.008167347,199.9905014,193.6721866,14.04887658,276.0084177,0.089602446,0.224779789,0.340986985,0
-0.003642171,0.238802225,3.04734288,16.20877348,0.23882005,0.006667222,199.9701475,192.1631414,13.72213794,254.548118,0.123347458,0.281734695,0.433683506,0
-0.001937663,0.208755466,3.761622854,20.72655697,0.20875576,0.0060005,199.9994357,191.4669557,12.44901219,235.0219744,0.138080569,0.31620723,0.486737377,0
-0.002176107,0.105454494,4.775306806,31.37629059,0.105472551,0.003833653,199.9315253,192.2297113,15.56962366,401.6921142,0.167588757,0.445990395,0.672791139,0
-0.001996663,0.108879823,4.507092258,29.52861836,0.108893593,0.004000333,199.9494213,192.3596046,11.483819,197.5622476,0.169331395,0.450715468,0.67991163,0
-0.001888835,0.112943302,1.566529088,7.049722285,0.11295439,0.001500125,199.9607377,194.403037,20.15245915,650.2422482,0.123606383,0.31315973,0.474970422,0
0.001611735,0.315278016,3.144798004,14.3092689,0.315268999,0.007500625,200.0114406,192.9173266,21.07856637,706.4211934,0.082134986,0.223133962,0.335105997,0
-0.002234904,0.178788816,2.841456249,13.159943,0.178795334,0.005167097,199.9854165,193.0447268,37.64986131,1587.294051,0.14372549,0.345225839,0.527681283,0
-0.001785685,0.116412856,1.832445352,7.807440115,0.1164217,0.003500292,199.9696128,194.2098893,16.37776899,441.7048308,0.130288889,0.335314226,0.507619015,0
-0.00258077,0.180733737,3.447236275,18.00379291,0.180744632,0.006667222,199.9758893,191.1749862,13.17856476,257.9628379,0.120246914,0.27628754,0.424868052,0
-0.00050883,0.1994394,3.86227146,22.50767155,0.199431739,0.005667139,200.015366,191.2150812,20.66425114,692.3239227,0.134394977,0.319499778,0.488991191,0
-0.002378744,0.110353141,4.609141573,30.58533293,0.110374178,0.003833653,199.9237658,192.48348,25.34023657,968.999101,0.177548077,0.457320868,0.69279419,0
-0.002909546,0.197482376,3.872782637,20.8779013,0.19749558,0.006500542,199.9732568,191.0639813,19.13261751,630.8735708,0.122541667,0.283534731,0.435573733,0
-0.000513916,0.353506402,3.179327818,14.43065538,0.353492046,0.007833986,200.0162453,192.4021819,32.65610084,1504.15457,0.083610315,0.212111044,0.32121296,0
-0.001958822,0.110630676,4.436708051,29.36897794,0.110643407,0.003666972,199.9539771,192.7295383,16.19897733,341.5210722,0.179066456,0.470049249,0.710380998,0
-0.001870321,0.172064023,4.198693255,25.67967332,0.172067019,0.004833736,199.9930359,191.574992,11.77556704,196.2388851,0.153105263,0.375026316,0.571745911,0
-0.002485555,0.108240756,1.739675794,7.742597012,0.108264781,0.002166847,199.9112443,194.7255048,16.40064541,397.3942898,0.137177033,0.349994742,0.530511874,0
0.003686523,0.14163381,2.961005416,16.82832017,0.14167588,0.005167097,199.8812401,191.8895457,10.86879868,156.5008506,0.155756757,0.382469053,0.582919995,0
0.000228271,0.305864693,3.502252085,16.5398439,0.305852034,0.006833903,200.0165566,192.5330702,33.15245357,1506.101846,0.08541543,0.229842916,0.345610173,0
-0.003618978,0.173767505,2.728806929,13.67357975,0.173797948,0.007667306,199.9299422,191.2042775,13.60197088,297.4954182,0.107697368,0.246521428,0.379159759,0
0.003515218,0.13503105,2.764807427,17.08771452,0.135071173,0.005833819,199.8811974,191.9050463,11.13599614,196.2968852,0.133493151,0.318946375,0.487780089,0
-0.002263387,0.1969204,2.604638022,14.62370058,0.196925203,0.005167097,199.9902451,193.5091058,46.13300944,2650.707733,0.146548223,0.346111713,0.530375481,0
-0.002290853,0.183776257,4.161180187,23.78691016,0.183782878,0.005833819,199.9855902,190.7867036,14.32469175,337.6017147,0.132949309,0.313994021,0.481015696,0
-0.001927694,0.120167718,2.227654706,9.40354953,0.120178172,0.005333778,199.9652055,193.4180244,11.46710861,176.3721887,0.114871032,0.288424174,0.437872266,0
0.004477946,0.146509972,3.817486198,21.88448365,0.146572287,0.005500458,199.8299784,191.6432293,13.62443813,253.0415195,0.130829384,0.318641218,0.485961063,0
0.000362752,0.342706578,3.00147059,14.14544338,0.342692491,0.007333944,200.0164439,193.1244235,13.91077742,297.231459,0.100691126,0.255618233,0.387337571,0
-0.001478678,0.117632106,4.773782034,31.69319512,0.117636499,0.003833653,199.985065,192.3970578,26.73344459,929.8643969,0.175792683,0.457343184,0.691921061,0
0.004098307,0.12268332,3.700864505,22.43199588,0.122746645,0.004333694,199.7936932,191.3224769,8.860385828,107.1331613,0.177752976,0.414544483,0.633428084,0
-0.002139893,0.164387255,4.57248845,27.6377099,0.164394334,0.005167097,199.9827777,191.0202661,12.26274814,210.2393679,0.142830882,0.350431447,0.53402615,0
0.003859863,0.157634722,3.318612644,18.28173851,0.157675405,0.005833819,199.8968059,192.0035551,8.988880811,112.1062444,0.131204545,0.32929247,0.500148037,0
-0.000921021,0.190402511,3.776029065,20.03755437,0.190396805,0.006667222,200.0119876,191.0796712,14.52129,319.4775051,0.116472332,0.270993783,0.41588188,0
-0.001878459,0.168302083,3.968975522,23.53391755,0.168305553,0.005000417,199.9917524,191.8333296,10.86756007,168.81798,0.152526316,0.371012217,0.566174973,0
0.000476481,0.348407782,3.127102266,13.90520146,0.348393591,0.007917326,200.0162939,192.7907804,25.233854,960.7781938,0.075884615,0.208835643,0.31308616,0
0.001122233,0.308520523,3.382237908,16.02594675,0.308509709,0.006833903,200.0140214,192.6892008,20.36218501,635.129951,0.096048658,0.248452558,0.375524941,0
-0.003508708,0.203155216,3.551370269,20.38136714,0.203177049,0.005333778,199.9570179,191.8498964,26.17136489,871.2669891,0.144861809,0.336037816,0.51631513,0
-0.002042847,0.164760316,3.47785441,18.15374355,0.164766115,0.006833903,199.9859211,191.0972508,8.781888335,104.8606775,0.117286585,0.26836567,0.412916148,0
-0.000641886,0.184038481,4.287754901,24.69696235,0.184031932,0.005667139,200.0142348,191.2115707,11.83370981,200.7444393,0.141351675,0.332669126,0.509982796,0
-0.002544352,0.104004101,4.800392089,32.23621286,0.104030886,0.003666972,199.8970226,192.2873814,14.33335635,322.1859029,0.187116667,0.477987579,0.724960945,0
